Id,SalePrice
2658,149494.843595288
2718,189559.87552934926
2414,195778.19715710508
1989,99787.16230690248
625,177035.58116010364
333,86861.19663363889
1327,90480.55205177612
858,156310.18232297245
95,196814.60954539347
1568,162338.15272633315
2482,173837.02468446115
1364,107551.6982966394
2584,146617.4310722414
818,287337.31826957036
2673,155287.51812643552
2089,103980.248236921
1297,146326.531895592
790,120421.8954474183
2616,184104.39515782564
720,190727.993097811
222,129972.64891143503
557,125405.3577161381
1148,198482.52622537906
2766,175969.55254960555
534,173369.5045173761
1452,124260.77796832325
630,132074.95655227575
2648,156103.33471456548
125,155835.55041726722
1904,70277.47365157923
1670,108802.33331678355
756,102513.20928291837
717,242166.9862039959
1032,163858.23540996687
852,193954.48527126128
1731,170924.13535669193
2639,120440.17857414405
2071,79132.07096763157
1267,95934.57250961867
1851,192069.0306352975
567,153278.77925559564
2439,207440.66806528976
1898,156016.24474175557
647,149362.63438483988
2256,225052.1356339846
979,79145.18646766119
1444,213710.21279186016
2485,129853.27042786646
157,116898.23097696314
88,134475.5571299392
2003,112223.97180557196
186,195821.39851801572
1425,234612.2861612027
2695,116901.52183051122
738,110457.87003556165
395,149293.48487884714
1353,180166.99979363082
1878,146394.80307814016
390,168634.05305205166
1456,242082.73377326818
1103,322203.9718851515
1387,144123.68607594626
2070,124426.36381843471
1199,183713.1535548696
2479,182753.7733806413
501,296296.0519514411
2362,105682.55415404335
1718,211133.18810143787
2188,92854.71415002113
1483,161276.75060548744
2557,85072.89238338295
437,350019.23774210823
2224,204846.96427503478
1628,168274.05087996673
397,137973.10705108207
587,196384.62858664693
2182,572100.7783577736
971,131844.93697253728
2611,150553.96275668876
1887,94594.75990099527
2399,384640.2390602671
2148,190694.4358342195
304,115168.61271119211
1997,125438.36535386769
2817,125556.35769343888
1431,205644.2449318859
427,328705.00752578094
263,128929.46118670552
598,179392.69653027714
2895,208955.81083800897
687,147861.1066683651
1822,137234.09743858664
2191,104779.76173366973
179,111622.93873578368
1009,242462.02464128594
2010,128551.55186826231
1991,136283.19321044936
1411,166620.92248493474
1721,228150.7805458084
1144,192716.80522920485
593,216645.8718861839
575,307917.842617726
1249,155304.88483701998
1604,126492.58295158978
1064,451926.9741851477
1923,157271.45618262736
1988,98493.83788799054
2325,179922.3110754203
114,201926.59873367954
2700,188523.13015116003
217,141641.0861789144
343,180280.93579074633
386,230722.1604750892
2005,94122.42290059291
2908,119205.90337715423
1814,209206.40776581035
2446,516987.25940939266
208,134282.0525534833
1679,98271.47161830979
822,360948.42371097486
6,187756.73653089823
1781,443426.95870344073
2397,271117.9782192868
2340,315904.7351792243
1618,163420.56257437196
2843,155565.97487990145
1061,381578.4233147388
2786,122159.71717089141
1935,138618.72481525617
1341,116451.61017155752
521,254799.14013960163
2136,143372.3432873854
996,188301.51721728148
227,135364.39178023476
135,160423.8596224301
1167,175584.95237692958
294,241983.74580683187
1776,193228.18112581017
540,165559.25181747647
1717,209667.2144899281
2303,126897.06433862526
116,180595.97768196312
127,125334.5897236703
1371,118159.14783904118
1014,169743.4940821973
1507,94290.87370699001
702,137076.73017683887
750,147937.16249622352
261,153418.78443334784
1559,69066.69560746747
577,223323.87630727113
2812,192841.58951259864
2080,165858.87437827833
1368,103395.47620220736
2376,125173.32928123194
659,95299.72124308879
1235,138402.47397675065
332,70012.67910578806
1917,147958.27380811545
2094,255254.69614233688
1460,242254.04229077898
1471,204169.19320923885
1509,118633.97055057323
1922,129942.15138082093
433,446052.0858392026
460,290672.0504974338
1116,228760.2466267186
1137,175834.48030471336
53,165407.99459432036
2354,246890.63309774743
1475,190935.9728960292
1761,505031.7849956784
842,148593.0223869816
2739,171117.06142229028
2509,165870.03013294077
1007,200868.92851907734
2610,179377.9135716519
1952,112172.19894364435
2719,198803.63924100285
2921,85566.0241395368
1966,147349.07069779924
292,116065.97449288095
1204,191679.69565160197
1829,228137.55429642086
2419,182338.06836940724
391,143096.12942800982
798,120983.27302027833
481,199999.79040862317
193,214829.2626490621
555,112172.78896424104
899,71010.5303197979
2357,176209.27115064385
328,113934.23985045654
1356,115187.5237950354
1154,124774.00958601531
1730,171122.94295057302
2249,147914.9673808678
1119,266034.84638467233
2856,134381.11198181138
1394,124296.2695375174
2587,114471.10869398189
61,324727.0137082196
2661,178948.97661843742
2711,131622.48513730054
1147,190641.17694304677
757,121061.85997040314
2623,93670.70324290666
2378,135764.06359142181
1413,130017.49039416199
1722,211385.0763826216
1112,214962.57731350767
1623,189778.88284561696
1201,191040.8708761532
1513,124474.80526766232
957,239201.51925766823
1171,296909.4881515001
1145,203404.7012898613
2726,251862.3954420026
703,123712.93537966863
760,109177.47947439401
1964,140977.74857419627
2512,194216.16312489763
159,138236.2440856432
1281,165224.0891898874
468,172058.54244072273
290,110334.57971588036
665,91104.88939362035
1463,253161.44889363294
1792,231872.31576032765
923,171663.60066121808
500,261280.85055919102
1408,131384.58285418196
331,68587.780346822
170,110369.15336649523
2192,103228.74882578915
2571,307547.3842471985
2314,171332.86676787442
2647,84285.29187354041
422,433441.82810922235
2457,347394.5447262555
1838,205229.98557692734
2805,228398.56738228913
1645,159292.4525780388
1711,304698.29253135953
2825,234756.7900043598
322,351615.2763500847
2103,234618.78354142266
342,136499.29798903965
600,121155.16602283054
488,179100.12183465803
1725,325983.4283464222
2246,262128.97198166582
2847,143775.38454798312
806,243910.84322107618
530,222244.3479802517
963,199839.68630795178
2678,119401.74436437403
171,78634.39917333832
2401,435269.8388955033
805,217951.43144312978
2259,175161.36241683736
1748,172608.3530116358
1361,135722.13874876953
1677,118755.56484201088
1406,140013.05111967778
2322,227067.25277670074
688,147980.13508457583
143,150710.27377753708
804,201468.09471484917
1214,165596.50331236387
2828,131635.4753052143
1999,189867.10011504858
2467,189172.05015655947
2665,155946.48201061384
1538,336683.8950776185
398,121365.83060031758
2822,145704.5077656071
2157,160472.38411313426
1856,191566.64533688125
1269,100665.88130318356
2570,134797.1469060651
2320,236526.96121792236
1517,124420.39528954198
2304,118273.7348556662
1312,79865.7993698653
2012,142176.1752563329
506,232449.81168529575
2865,223362.63032869837
2367,101661.5469689787
554,111339.11341140889
238,142052.9972692885
1954,110303.70027541023
2488,135696.8953849783
2291,75768.94762577522
1969,96263.19164881165
2725,161668.48144293582
1482,161276.75060548744
2763,174413.7615984611
503,254711.94257399396
1584,249021.48475450234
1531,168708.14696018217
2210,211631.36538470522
459,359634.1996179874
556,130408.64377389474
1347,155601.86112180605
1290,75760.45228999108
1388,112651.55325890667
1571,188234.3031597738
2754,180790.1577079556
765,137782.64541590365
2494,132641.14543757617
2870,222874.58761718916
7,250239.64051532457
1114,266132.83469886397
2418,270530.4253380692
291,137484.66585850407
18,380409.4346076278
39,375411.340242267
1001,287544.19566893834
2442,225321.16253117216
616,131575.1080260252
2680,90223.56584072862
1414,128582.63544687995
289,148981.2623970081
40,237474.2754221342
860,137382.79199414593
409,136795.3801596513
673,153760.935963125
2427,165230.21881208374
2036,179317.24736207994
2564,133932.60540718742
642,163840.89615783116
1008,192709.25620841837
1908,156905.4875470214
2519,189671.57658410884
1369,71804.79457990496
2855,193255.61063160285
712,84931.57494909101
1943,108531.17387064776
1958,134462.84924270952
107,166391.41035178528
2295,184858.9585420826
704,103617.5631857063
676,136339.58472728205
259,187266.36464310603
93,305147.5203302939
106,242095.2861144898
2315,173194.5481615825
1050,115125.00231942235
1095,200297.40878821703
2709,142537.2920922453
758,146599.89917023142
1496,136079.16810729355
2370,117414.53138578276
2458,273554.4571717935
2733,137434.01890808402
161,247476.03900407418
726,149666.9207854916
845,213705.0576465672
947,261056.14256146597
2232,99047.22434853841
2563,145005.35363183776
2299,167973.74545885785
211,182295.16425110548
605,180974.23413588572
1478,207392.45847086652
2247,264680.6218798783
2274,213021.5258415715
2869,225657.82895342703
967,210481.8479813806
2656,102263.18282162448
667,225847.94506263293
1042,109734.17636037909
2023,159870.9087484785
2447,425352.1398357251
2055,117746.79864280554
2275,268891.8061687345
2204,182783.75007766508
1563,272251.4546893877
483,222115.02238110133
796,145646.66898706878
1526,176258.28218836873
2042,144561.29053648206
442,376729.28781262744
1693,330567.713357325
1468,218554.6326185956
1430,203109.63720725372
2605,182023.15942340868
1529,212586.62351342893
335,144067.77733300536
1287,106555.314669546
31,97906.74451181944
1785,324655.12427730404
82,147361.9991066198
2620,155647.83486536576
252,184553.7707079663
721,68211.97369696712
2165,170584.1147553348
2316,176563.17331678272
775,132512.66690659948
1558,54467.879794838576
17,210512.64120650722
1022,235354.54925532322
925,139114.15714026912
438,266867.14275117917
1270,156042.4934373234
1272,130277.50474807342
215,147301.9899779183
266,216406.9734538548
2402,281997.6335896725
1250,135730.66872142494
1984,97401.36544263625
1279,147337.38369394199
377,245842.71186377355
1252,130391.48948045204
2156,261722.11551499134
499,331596.4111347323
1374,115105.68717568711
2898,245866.56527487584
401,116722.02020282552
2721,160733.36752394016
2078,259108.79802135404
2589,120258.44954157807
1946,246992.5338649967
1334,122497.1152838958
2781,211666.8676940276
431,433379.82696524484
576,198428.18619576294
1474,210792.7214879405
2254,136043.74662407173
2155,292631.98432081245
885,99583.35576546083
643,140404.58600151842
1944,122294.29039006961
480,190346.6812629425
2845,108923.71044247616
2387,294023.01421112585
2407,194447.16688441084
2527,146400.29036714658
2514,156929.93018396143
629,147093.41625349666
80,207401.27036267027
1876,145715.35520773195
1546,103302.80548172028
2518,183035.03744362408
2347,159819.05324924132
783,227484.54684325162
1322,67178.96275598696
194,108162.0791835003
1770,304280.059169856
2143,168946.41661426533
1229,191866.36291236544
511,284836.8544350518
46,219101.39556521282
1348,155239.2589681787
2465,187504.2434238367
387,233096.0597928596
873,216140.05738168716
1918,128486.47944365365
2764,234489.95452230863
2184,100492.23384137149
934,152932.9979751481
1920,136348.28618760649
2631,144298.27524772432
1768,612090.1195003064
2040,113252.67096585629
1749,208879.0416127407
834,253007.6274013358
1457,224862.03002558686
79,134787.80153479424
2302,119410.82328496256
1817,148151.55480531606
2755,217267.4816406588
359,181912.74487984614
2059,107831.72461226974
2092,247456.30952544085
2516,224708.99376051294
150,117999.72409436015
1656,151204.7610080622
83,112335.79476851608
2411,176436.492979269
795,80312.80215009853
2312,222200.55658881034
2917,121826.94038126298
1624,196824.8327758875
2215,293853.3454104344
1211,152996.075103218
1485,160541.3412164692
1024,182896.44989765435
570,200784.77935896418
2874,131902.3067993031
700,167098.08561030115
2756,196987.7658197962
2022,172424.26611987597
583,214786.14806562162
2392,380544.1226683774
2424,181809.81086271486
212,110612.15747743796
736,124678.72534544162
1610,171994.03212052898
890,123678.6230694446
467,169928.02461779624
578,219198.87269792616
1747,189580.6600517331
1149,174008.76439717042
2758,215445.9873551695
857,135149.66738926436
2219,283413.2608511469
733,111834.34198276032
2909,89885.626346159
1798,250285.52142092984
235,128643.32689939693
2366,133362.95818634864
1027,131276.7378116387
1195,123197.07113829508
1303,40241.113030327426
148,176863.78428775084
608,159638.16015698016
2515,187570.5855706964
821,274629.96177502535
2500,269175.8993747243
745,112009.0357045533
741,141149.0454364586
1611,126061.7178436733
2532,126232.87398008956
1081,231475.50448482714
1692,436990.06117662915
2520,185860.07561681827
276,112135.69453337541
1992,117812.12231137435
663,45420.70138717102
418,127274.33602989104
1733,194986.53310201067
2359,153224.20415232147
253,175154.42372821542
1518,161991.37791385571
2035,129147.74511006784
2919,70012.67910578806
1540,230664.40982345797
2120,148037.1848174712
1674,165824.9916245669
256,172175.70488523506
2361,94307.4846036858
978,84942.72688736104
2280,136918.3924829243
2095,214949.73898868772
1709,327587.11995103076
2801,230715.90058197462
1246,113004.76178461897
2373,88074.68300476046
1055,295411.24762000615
2017,143881.4127473297
1099,244481.28094334636
1344,94761.43557001199
835,209719.94551787805
1117,218503.6926990791
2043,81409.0990485973
2085,120838.78177308527
410,146550.81791388147
2650,104360.19576725722
2867,172689.9174238322
1668,122437.85607561882
1161,167423.79916446062
2122,176997.97277713724
2539,144939.441738671
1047,139313.04256862614
1445,131027.97175727948
541,129387.97199927614
569,203174.7161267058
1276,117328.11155699316
918,152135.1773286022
326,145883.76714164222
1936,118959.777470771
895,103428.15844310484
257,146897.58560916787
1241,180038.2911014378
1545,109275.63175384235
1189,177425.65831175484
270,160541.3412164692
2066,202137.72065806604
693,92498.55670551927
1259,90369.4855603508
2916,134096.93433760703
2321,266414.47341480164
1977,110772.71984196364
1895,137458.82512735215
1240,160145.1627990688
85,157119.52090372238
1823,131710.75228107272
825,276606.38888480945
110,227341.06033255215
697,98424.38151458187
2297,119191.45059509447
1231,142188.70185258848
1355,144398.92284326552
968,375239.59019511164
584,208671.9470893473
1315,116076.89996131435
1606,127066.47548139431
206,84280.75125757653
1685,375985.99849551835
2016,130423.56613237446
869,204007.00037329458
2135,139568.21320363155
2346,171461.9133153445
2430,230444.41820453783
2198,117429.6759760657
2652,117137.70314985621
27,123327.91645265806
241,146765.81328508456
906,124887.12775986412
1506,126229.820322257
2098,353220.77483867
1435,209972.3590398288
2213,131081.457110401
1274,143651.40496517008
743,49608.03020510418
1737,189242.5163439912
2797,278475.3694620521
2185,80072.75887628956
58,162392.2951650726
830,202220.48549036044
808,126182.04453647963
680,160692.91443767824
1153,125954.42054723494
1291,133463.03969701796
1818,144224.60787900627
2161,176256.0695191354
1883,114526.06631021874
350,303968.3543573303
2473,139353.3083983809
295,205140.30403215098
293,182965.98995428247
859,126038.13653331752
288,90142.89278684059
1578,136107.20659280656
102,187851.29955435853
2831,167171.75594940168
1030,150350.74648642572
2551,145153.98282194178
1286,123674.67344542232
958,334871.2485402685
776,125048.5714482908
72,221022.50917283658
2263,234599.65041055524
1866,156314.53052669228
2876,60127.16825230312
2146,245841.92256391424
103,196259.26527254735
1500,129320.39025979533
492,169612.29632288727
167,145427.069043746
2597,111123.06846334098
2685,115326.70001286734
1035,152751.9279144232
1220,79984.2799265256
2602,138878.81481333886
2159,201076.67746749445
695,161600.86603092693
1109,261306.5313911883
640,175007.44874268197
1652,153020.58596782887
2090,179635.55384990107
1188,187060.78857749372
2345,214504.17905258547
1059,407868.8935339885
2751,230311.24185757933
128,205580.14513452895
1523,164861.85918471304
2925,155643.70056531444
2145,299879.3580478389
1121,211335.29623024922
566,309546.1893229424
565,230364.38188074017
1331,152369.0694335499
2928,120557.65268079264
156,130776.56863824636
797,139405.90106075743
327,88004.9979901694
2859,163299.82619591116
1453,124950.2651545798
1762,349790.9243242751
1868,189135.53110746638
1760,170157.45949491084
1113,241436.88137157334
1812,197947.0103551581
117,156006.3043117232
1142,211527.50313817256
2342,402589.90190768207
